S.NO,SECTION,DV,m2,PP,BEEE,FL,FIMS,TOTAL,Total,Percentage,Grade
0.0,ZETA,20.0,19.0,14.0,20.0,20.0,19.0,746.6666666666665,112.0,93.33333333333331,A
0.0,ZETA,15.0,8.0,15.0,17.0,20.0,19.0,626.6666666666666,94.0,78.33333333333333,C
0.0,ZETA,16.0,7.0,14.0,17.0,19.0,18.0,606.6666666666666,91.0,75.83333333333333,C
0.0,ZETA,18.0,15.0,15.0,20.0,20.0,19.0,713.3333333333334,107.0,89.16666666666667,B
0.0,ZETA,18.0,17.0,15.0,16.0,20.0,16.0,680.0,102.0,85.0,B
0.0,ZETA,16.0,11.0,8.0,18.0,19.0,16.0,586.6666666666666,88.0,73.33333333333333,C
0.0,ZETA,17.0,7.0,7.0,12.0,13.0,9.0,433.33333333333326,65.0,54.16666666666666,F
0.0,ZETA,15.0,4.0,3.0,13.0,14.0,13.0,413.33333333333337,62.0,51.66666666666667,F
0.0,ZETA,15.0,8.0,6.0,18.0,17.0,15.0,526.6666666666666,79.0,65.83333333333333,D
0.0,ZETA,16.0,6.0,15.0,17.0,20.0,16.0,600.0,90.0,75.0,C
0.0,ZETA,18.0,7.0,14.0,19.0,16.0,18.0,613.3333333333334,92.0,76.66666666666667,C
0.0,ZETA,16.0,0.0,11.0,16.0,20.0,0.0,126.0,0.0,0.0,F
0.0,ZETA,16.0,8.0,8.0,18.0,19.0,17.0,573.3333333333334,86.0,71.66666666666667,C
0.0,ZETA,16.0,8.0,11.0,19.0,15.0,17.0,573.3333333333334,86.0,71.66666666666667,C
0.0,ZETA,18.0,1.0,10.0,19.0,16.0,16.0,533.3333333333333,80.0,66.66666666666666,D
0.0,ZETA,19.0,17.0,12.0,17.0,20.0,16.0,673.3333333333334,101.0,84.16666666666667,B
0.0,ZETA,18.0,1.0,6.0,12.0,11.0,9.0,380.0,57.0,47.5,F
0.0,ZETA,18.0,9.0,12.0,20.0,16.0,16.0,606.6666666666666,91.0,75.83333333333333,C
0.0,ZETA,15.0,10.0,7.0,18.0,18.0,16.0,560.0,84.0,70.0,C
0.0,ZETA,19.0,8.0,8.0,19.0,17.0,18.0,593.3333333333334,89.0,74.16666666666667,C
0.0,ZETA,12.0,1.0,7.0,10.0,20.0,8.0,386.6666666666667,58.0,48.333333333333336,F
0.0,ZETA,17.0,6.0,14.0,14.0,17.0,18.0,573.3333333333334,86.0,71.66666666666667,C
0.0,ZETA,12.0,1.0,6.0,7.0,15.0,12.0,353.33333333333326,53.0,44.16666666666666,F
0.0,ZETA,19.0,14.0,17.0,16.0,20.0,19.0,700.0,105.0,87.5,B
